,tweet_id,timestamp,rating_numerator,rating_denominator,favorite_count,retweet_count,DoggoLingo,dog_species
1224,714214115368108032,2016-03-27 22:14:49 +0000,13,10,2457.0,978.0,,pug
1225,714141408463036416,2016-03-27 17:25:54 +0000,10,10,4635.0,1553.0,,Labrador_retriever
1226,713919462244790272,2016-03-27 02:43:58 +0000,12,10,3522.0,861.0,,Siberian_husky
1229,713761197720473600,2016-03-26 16:15:05 +0000,12,10,5257.0,1532.0,,Brittany_spaniel
1230,713411074226274305,2016-03-25 17:03:49 +0000,11,10,4749.0,1429.0,,Great_Pyrenees
1231,713177543487135744,2016-03-25 01:35:51 +0000,10,10,7783.0,3146.0,,whippet
1232,713175907180089344,2016-03-25 01:29:21 +0000,10,10,4812.0,1612.0,,malamute
1233,712809025985978368,2016-03-24 01:11:29 +0000,10,10,20166.0,7500.0,,Labrador_retriever
1234,712717840512598017,2016-03-23 19:09:09 +0000,10,10,13351.0,5545.0,,Great_Pyrenees
1235,712668654853337088,2016-03-23 15:53:42 +0000,10,10,4495.0,1354.0,,Labrador_retriever
1236,712438159032893441,2016-03-23 00:37:48 +0000,11,10,5746.0,1735.0,,Great_Pyrenees
1238,712097430750289920,2016-03-22 02:03:52 +0000,10,10,4105.0,1161.0,,Labrador_retriever
1240,712085617388212225,2016-03-22 01:16:55 +0000,11,10,3494.0,549.0,,Shih-Tzu
1244,711743778164514816,2016-03-21 02:38:34 +0000,11,10,3069.0,1094.0,,Lakeland_terrier
1245,711732680602345472,2016-03-21 01:54:29 +0000,10,10,9664.0,4590.0,,Ibizan_hound
1248,711363825979756544,2016-03-20 01:28:47 +0000,11,10,3955.0,1274.0,,Pembroke
1250,711008018775851008,2016-03-19 01:54:56 +0000,11,10,3239.0,698.0,pupper,French_bulldog
1251,710997087345876993,2016-03-19 01:11:29 +0000,12,10,4922.0,1550.0,,malamute
1252,710844581445812225,2016-03-18 15:05:29 +0000,10,10,2750.0,770.0,,Pembroke
1253,710833117892898816,2016-03-18 14:19:56 +0000,12,10,2907.0,600.0,,Pembroke
1256,710588934686908417,2016-03-17 22:09:38 +0000,12,10,4916.0,2091.0,,Pembroke
1258,710283270106132480,2016-03-17 01:55:02 +0000,11,10,2287.0,575.0,,Shih-Tzu
1259,710272297844797440,2016-03-17 01:11:26 +0000,11,10,4887.0,1408.0,,Old_English_sheepdog
1260,710269109699739648,2016-03-17 00:58:46 +0000,13,10,2584.0,1244.0,,pug
1261,710153181850935296,2016-03-16 17:18:07 +0000,11,10,3127.0,995.0,,cocker_spaniel
1262,710140971284037632,2016-03-16 16:29:35 +0000,8,10,2988.0,989.0,,Pekinese
1263,710117014656950272,2016-03-16 14:54:24 +0000,11,10,5943.0,2215.0,pupper,toy_poodle
1264,709918798883774466,2016-03-16 01:46:45 +0000,12,10,3216.0,1202.0,,Pembroke
1266,709852847387627521,2016-03-15 21:24:41 +0000,12,10,3783.0,1322.0,,Chihuahua
1267,709566166965075968,2016-03-15 02:25:31 +0000,12,10,3815.0,1355.0,,chow
1268,709556954897764353,2016-03-15 01:48:55 +0000,12,10,3554.0,1192.0,,golden_retriever
1269,709519240576036864,2016-03-14 23:19:03 +0000,9,10,1603.0,274.0,,cocker_spaniel
1270,709449600415961088,2016-03-14 18:42:20 +0000,10,10,2402.0,659.0,,Maltese_dog
1271,709409458133323776,2016-03-14 16:02:49 +0000,8,10,2827.0,776.0,,Shetland_sheepdog
1272,709225125749587968,2016-03-14 03:50:21 +0000,11,10,2591.0,640.0,,Labrador_retriever
1273,709207347839836162,2016-03-14 02:39:42 +0000,11,10,13623.0,6496.0,,Chihuahua
1276,709158332880297985,2016-03-13 23:24:56 +0000,10,10,2213.0,466.0,,Siberian_husky
1277,709042156699303936,2016-03-13 15:43:18 +0000,9,10,5150.0,1840.0,,Rottweiler
1279,708845821941387268,2016-03-13 02:43:08 +0000,9,10,3201.0,1000.0,pupper,schipperke
1280,708834316713893888,2016-03-13 01:57:25 +0000,10,10,1838.0,561.0,,Eskimo_dog
1281,708810915978854401,2016-03-13 00:24:26 +0000,10,10,17865.0,7753.0,,golden_retriever
1282,708738143638450176,2016-03-12 19:35:15 +0000,11,10,2963.0,906.0,,Pomeranian
1283,708711088997666817,2016-03-12 17:47:45 +0000,11,10,2758.0,819.0,,German_short-haired_pointer
1284,708479650088034305,2016-03-12 02:28:06 +0000,13,10,2739.0,757.0,,Shih-Tzu
1285,708469915515297792,2016-03-12 01:49:25 +0000,11,10,3328.0,915.0,,Chihuahua
1287,708356463048204288,2016-03-11 18:18:36 +0000,10,10,3898.0,1507.0,,pug
1288,708349470027751425,2016-03-11 17:50:48 +0000,11,10,2527.0,825.0,,basenji
1289,708149363256774660,2016-03-11 04:35:39 +0000,10,10,4607.0,1713.0,,Cardigan
1290,708130923141795840,2016-03-11 03:22:23 +0000,11,10,3666.0,933.0,,French_bulldog
1291,708119489313951744,2016-03-11 02:36:57 +0000,9,10,2905.0,1093.0,,Norwich_terrier
1292,708109389455101952,2016-03-11 01:56:49 +0000,10,10,2097.0,604.0,,Staffordshire_bullterrier
1293,708026248782585858,2016-03-10 20:26:26 +0000,13,10,4732.0,2146.0,,malinois
1296,707969809498152960,2016-03-10 16:42:10 +0000,11,10,2920.0,1081.0,,toy_poodle
1297,707776935007539200,2016-03-10 03:55:45 +0000,11,10,3547.0,1062.0,,miniature_pinscher
1298,707741517457260545,2016-03-10 01:35:01 +0000,10,10,2691.0,688.0,,whippet
1302,707610948723478529,2016-03-09 16:56:11 +0000,12,10,18389.0,7156.0,,golden_retriever
1304,707411934438625280,2016-03-09 03:45:22 +0000,11,10,2459.0,668.0,pupper,Lakeland_terrier
1305,707387676719185920,2016-03-09 02:08:59 +0000,10,10,3803.0,1470.0,,Chihuahua
1306,707377100785885184,2016-03-09 01:26:57 +0000,9,10,3561.0,1200.0,,golden_retriever
1307,707315916783140866,2016-03-08 21:23:50 +0000,10,10,2676.0,721.0,pupper,Bernese_mountain_dog
1308,707297311098011648,2016-03-08 20:09:54 +0000,10,10,2986.0,897.0,,Blenheim_spaniel
1309,707059547140169728,2016-03-08 04:25:07 +0000,11,10,2772.0,751.0,,Samoyed
1310,707038192327901184,2016-03-08 03:00:15 +0000,10,10,2380.0,893.0,,pug
1311,707021089608753152,2016-03-08 01:52:18 +0000,12,10,4402.0,1531.0,,cocker_spaniel
1312,707014260413456384,2016-03-08 01:25:10 +0000,11,10,2485.0,658.0,,Chihuahua
1315,706681918348251136,2016-03-07 03:24:33 +0000,12,10,3590.0,1084.0,,toy_poodle
1316,706644897839910912,2016-03-07 00:57:27 +0000,9,10,2789.0,1217.0,,Chihuahua
1318,706538006853918722,2016-03-06 17:52:42 +0000,11,10,3739.0,1569.0,,chow
1319,706516534877929472,2016-03-06 16:27:23 +0000,12,10,3364.0,1143.0,,golden_retriever
1320,706346369204748288,2016-03-06 05:11:12 +0000,12,10,3730.0,1029.0,,Tibetan_mastiff
1321,706310011488698368,2016-03-06 02:46:44 +0000,12,10,23254.0,8912.0,pupper,Pembroke
1322,706291001778950144,2016-03-06 01:31:11 +0000,11,10,1840.0,517.0,,Border_terrier
1323,706265994973601792,2016-03-05 23:51:49 +0000,11,10,2945.0,1021.0,,papillon
1327,705975130514706432,2016-03-05 04:36:02 +0000,10,10,3362.0,831.0,pupper,Staffordshire_bullterrier
1328,705970349788291072,2016-03-05 04:17:02 +0000,12,10,3403.0,999.0,,golden_retriever
1329,705898680587526145,2016-03-04 23:32:15 +0000,10,10,2570.0,633.0,,collie
1330,705786532653883392,2016-03-04 16:06:36 +0000,11,10,2106.0,589.0,pupper,Labrador_retriever
1331,705591895322394625,2016-03-04 03:13:11 +0000,11,10,3434.0,1292.0,,basenji
1332,705475953783398401,2016-03-03 19:32:29 +0000,12,10,3205.0,1036.0,,golden_retriever
1333,705442520700944385,2016-03-03 17:19:38 +0000,12,10,4826.0,1839.0,,Great_Pyrenees
1334,705428427625635840,2016-03-03 16:23:38 +0000,11,10,4151.0,1912.0,pupper,Chihuahua
1335,705239209544720384,2016-03-03 03:51:44 +0000,11,10,3248.0,840.0,,Chihuahua
1336,705223444686888960,2016-03-03 02:49:06 +0000,9,10,2794.0,891.0,,Chesapeake_Bay_retriever
1337,705102439679201280,2016-03-02 18:48:16 +0000,10,10,2327.0,578.0,,collie
1338,705066031337840642,2016-03-02 16:23:36 +0000,12,10,2349.0,676.0,,Airedale
1339,704871453724954624,2016-03-02 03:30:25 +0000,12,10,4571.0,1243.0,,Norfolk_terrier
1340,704859558691414016,2016-03-02 02:43:09 +0000,10,10,2442.0,606.0,pupper,pug
1341,704847917308362754,2016-03-02 01:56:53 +0000,12,10,5545.0,1713.0,,golden_retriever
1343,704761120771465216,2016-03-01 20:11:59 +0000,13,10,7205.0,3228.0,pupper,Chihuahua
1344,704499785726889984,2016-03-01 02:53:32 +0000,12,10,3183.0,1113.0,,Chihuahua
1346,704480331685040129,2016-03-01 01:36:14 +0000,11,10,3687.0,1185.0,,Samoyed
1347,704364645503647744,2016-02-29 17:56:32 +0000,12,10,8726.0,3959.0,,Pembroke
1348,704347321748819968,2016-02-29 16:47:42 +0000,10,10,1706.0,390.0,pupper,Brittany_spaniel
1352,703774238772166656,2016-02-28 02:50:28 +0000,10,10,2004.0,519.0,,Labrador_retriever
1353,703769065844768768,2016-02-28 02:29:55 +0000,10,10,3584.0,1260.0,,boxer
1355,703611486317502464,2016-02-27 16:03:45 +0000,10,10,4194.0,1694.0,pupper,Pembroke
1356,703425003149250560,2016-02-27 03:42:44 +0000,9,10,4129.0,1543.0,,miniature_pinscher
1358,703382836347330562,2016-02-27 00:55:11 +0000,12,10,3803.0,1275.0,,golden_retriever
1359,703356393781329922,2016-02-26 23:10:06 +0000,9,10,2062.0,427.0,,Border_collie
1360,703268521220972544,2016-02-26 17:20:56 +0000,12,10,2131.0,616.0,pupper,kuvasz
1361,703079050210877440,2016-02-26 04:48:02 +0000,11,10,7996.0,3447.0,,Pembroke
1365,702684942141153280,2016-02-25 02:42:00 +0000,11,10,3497.0,1204.0,,golden_retriever
1366,702671118226825216,2016-02-25 01:47:04 +0000,10,10,2380.0,628.0,,bloodhound
1367,702598099714314240,2016-02-24 20:56:55 +0000,11,10,11222.0,3667.0,pupper,kelpie
1368,702539513671897089,2016-02-24 17:04:07 +0000,12,10,3105.0,1077.0,,Pomeranian
1370,702321140488925184,2016-02-24 02:36:23 +0000,12,10,3573.0,1146.0,,West_Highland_white_terrier
1371,702276748847800320,2016-02-23 23:39:59 +0000,11,10,2681.0,850.0,,Boston_bull
1372,702217446468493312,2016-02-23 19:44:20 +0000,9,10,5221.0,1499.0,,golden_retriever
1373,701981390485725185,2016-02-23 04:06:20 +0000,12,10,3717.0,1097.0,,Pomeranian
1374,701952816642965504,2016-02-23 02:12:47 +0000,11,10,4129.0,1137.0,,toy_poodle
1375,701889187134500865,2016-02-22 21:59:57 +0000,11,10,3867.0,1542.0,,French_bulldog
1377,701601587219795968,2016-02-22 02:57:08 +0000,10,10,2261.0,518.0,,Chihuahua
1378,701570477911896070,2016-02-22 00:53:31 +0000,9,10,3052.0,1046.0,,Yorkshire_terrier
1379,701545186879471618,2016-02-21 23:13:01 +0000,10,10,2882.0,675.0,pupper,Border_collie
1380,701214700881756160,2016-02-21 01:19:47 +0000,12,10,13327.0,5742.0,,Chihuahua
1381,700890391244103680,2016-02-20 03:51:05 +0000,11,10,2412.0,647.0,,schipperke
1382,700864154249383937,2016-02-20 02:06:50 +0000,12,10,2806.0,681.0,pupper,kuvasz
1383,700847567345688576,2016-02-20 01:00:55 +0000,10,10,2628.0,555.0,,Rhodesian_ridgeback
1385,700747788515020802,2016-02-19 18:24:26 +0000,11,10,24887.0,10507.0,,Great_Pyrenees
1386,700518061187723268,2016-02-19 03:11:35 +0000,10,10,2857.0,901.0,,American_Staffordshire_terrier
1387,700505138482569216,2016-02-19 02:20:14 +0000,12,10,2464.0,641.0,,Norwegian_elkhound
1389,700167517596164096,2016-02-18 03:58:39 +0000,10,10,2875.0,829.0,,beagle
1390,700151421916807169,2016-02-18 02:54:41 +0000,11,10,2432.0,742.0,pupper,Italian_greyhound
1391,700143752053182464,2016-02-18 02:24:13 +0000,10,10,8193.0,3086.0,pupper,golden_retriever
1393,700029284593901568,2016-02-17 18:49:22 +0000,10,10,2244.0,651.0,,West_Highland_white_terrier
1394,700002074055016451,2016-02-17 17:01:14 +0000,9,10,3594.0,1514.0,,Chihuahua
1395,699801817392291840,2016-02-17 03:45:29 +0000,11,10,3315.0,1082.0,pupper,golden_retriever
1396,699788877217865730,2016-02-17 02:54:04 +0000,12,10,2441.0,551.0,,Border_terrier
1397,699779630832685056,2016-02-17 02:17:19 +0000,10,10,3009.0,1385.0,,malinois
1398,699775878809702401,2016-02-17 02:02:25 +0000,11,10,2123.0,679.0,,Dandie_Dinmont
1400,699446877801091073,2016-02-16 04:15:05 +0000,12,10,6451.0,2913.0,,Pembroke
1401,699434518667751424,2016-02-16 03:25:58 +0000,12,10,2366.0,572.0,pupper,golden_retriever
1402,699423671849451520,2016-02-16 02:42:52 +0000,10,10,1490.0,377.0,,pug
1403,699413908797464576,2016-02-16 02:04:04 +0000,11,10,2236.0,685.0,,Samoyed
1404,699370870310113280,2016-02-15 23:13:03 +0000,11,10,2038.0,494.0,,cairn
1405,699323444782047232,2016-02-15 20:04:36 +0000,10,10,3429.0,973.0,,Labrador_retriever
1407,699079609774645248,2016-02-15 03:55:41 +0000,8,10,2647.0,734.0,,schipperke
1408,699072405256409088,2016-02-15 03:27:04 +0000,12,10,3254.0,1310.0,,Shih-Tzu
1410,699036661657767936,2016-02-15 01:05:02 +0000,13,10,2832.0,1333.0,pupper,Chihuahua
1411,698989035503689728,2016-02-14 21:55:47 +0000,13,10,3672.0,1099.0,,Norfolk_terrier
1412,698953797952008193,2016-02-14 19:35:46 +0000,11,10,2936.0,1006.0,,Italian_greyhound
1413,698907974262222848,2016-02-14 16:33:40 +0000,10,10,2758.0,693.0,,German_short-haired_pointer
1414,698710712454139905,2016-02-14 03:29:49 +0000,10,10,2687.0,768.0,,Samoyed
1416,698635131305795584,2016-02-13 22:29:29 +0000,12,10,1383.0,380.0,,Samoyed
1417,698549713696649216,2016-02-13 16:50:04 +0000,9,10,2510.0,697.0,,French_bulldog
1418,698355670425473025,2016-02-13 03:59:01 +0000,10,10,2022.0,508.0,,pug
1419,698342080612007937,2016-02-13 03:05:01 +0000,11,10,2464.0,1063.0,,boxer
1420,698262614669991936,2016-02-12 21:49:15 +0000,11,10,5156.0,2249.0,,Italian_greyhound
1421,698195409219559425,2016-02-12 17:22:12 +0000,9,10,18228.0,6671.0,,Labrador_retriever
1422,698178924120031232,2016-02-12 16:16:41 +0000,10,10,3059.0,821.0,,Chesapeake_Bay_retriever
1423,697995514407682048,2016-02-12 04:07:53 +0000,11,10,1648.0,369.0,,Staffordshire_bullterrier
1424,697990423684476929,2016-02-12 03:47:39 +0000,11,10,3569.0,1440.0,,Pembroke
1425,697943111201378304,2016-02-12 00:39:39 +0000,10,10,2606.0,770.0,,Great_Dane
1428,697616773278015490,2016-02-11 03:02:54 +0000,11,10,3430.0,1131.0,pupper,Lhasa
1429,697596423848730625,2016-02-11 01:42:02 +0000,11,10,3278.0,1412.0,pupper,Shetland_sheepdog
1430,697575480820686848,2016-02-11 00:18:49 +0000,8,10,2223.0,567.0,,whippet
1434,697270446429966336,2016-02-10 04:06:43 +0000,10,10,5070.0,2072.0,,toy_poodle
1435,697259378236399616,2016-02-10 03:22:44 +0000,8,10,3577.0,1121.0,,Great_Dane
1436,697255105972801536,2016-02-10 03:05:46 +0000,10,10,3277.0,1303.0,,Great_Dane
1437,697242256848379904,2016-02-10 02:14:42 +0000,10,10,2721.0,741.0,,Eskimo_dog
1438,696900204696625153,2016-02-09 03:35:31 +0000,12,10,3466.0,1148.0,,Chihuahua
1439,696894894812565505,2016-02-09 03:14:25 +0000,9,10,2561.0,754.0,,Appenzeller
1440,696886256886657024,2016-02-09 02:40:05 +0000,12,10,5248.0,1994.0,,kuvasz
1442,696754882863349760,2016-02-08 17:58:03 +0000,10,10,1593.0,394.0,,toy_poodle
1444,696713835009417216,2016-02-08 15:14:57 +0000,9,10,2583.0,745.0,pupper,Chesapeake_Bay_retriever
1447,696488710901260288,2016-02-08 00:20:23 +0000,12,10,2769.0,1154.0,,briard
1450,695816827381944320,2016-02-06 03:50:33 +0000,11,10,3260.0,1309.0,,Pomeranian
1451,695794761660297217,2016-02-06 02:22:53 +0000,13,10,3455.0,874.0,,Samoyed
1452,695767669421768709,2016-02-06 00:35:13 +0000,13,10,2038.0,842.0,,soft-coated_wheaten_terrier
1453,695629776980148225,2016-02-05 15:27:17 +0000,8,10,4961.0,2354.0,,Old_English_sheepdog
1454,695446424020918272,2016-02-05 03:18:42 +0000,12,10,4734.0,2009.0,,basenji
1455,695409464418041856,2016-02-05 00:51:51 +0000,10,10,9366.0,3979.0,,pug
1456,695314793360662529,2016-02-04 18:35:39 +0000,10,10,3968.0,1653.0,,Maltese_dog
1457,695095422348574720,2016-02-04 04:03:57 +0000,12,10,2857.0,679.0,pupper,papillon
1458,695074328191332352,2016-02-04 02:40:08 +0000,11,10,3082.0,1227.0,pupper,Shih-Tzu
1464,694356675654983680,2016-02-02 03:08:26 +0000,10,10,1637.0,324.0,pupper,Pomeranian
1465,694352839993344000,2016-02-02 02:53:12 +0000,10,10,2215.0,694.0,,Australian_terrier
1467,694329668942569472,2016-02-02 01:21:07 +0000,9,10,2180.0,560.0,pupper,boxer
1468,694206574471057408,2016-02-01 17:11:59 +0000,10,10,4548.0,2274.0,,Shih-Tzu
1469,694183373896572928,2016-02-01 15:39:48 +0000,9,10,3202.0,1033.0,,Pekinese
1470,694001791655137281,2016-02-01 03:38:15 +0000,11,10,3672.0,1166.0,,Pembroke
1472,693942351086120961,2016-01-31 23:42:03 +0000,10,10,1872.0,412.0,,groenendael
1475,693642232151285760,2016-01-31 03:49:30 +0000,9,10,2760.0,465.0,,Scottish_deerhound
1476,693629975228977152,2016-01-31 03:00:47 +0000,12,10,2661.0,887.0,pupper,pug
1477,693622659251335168,2016-01-31 02:31:43 +0000,10,10,1674.0,417.0,,malamute
1481,693280720173801472,2016-01-30 03:52:58 +0000,10,10,3638.0,1390.0,,Labrador_retriever
1483,693262851218264065,2016-01-30 02:41:58 +0000,11,10,2424.0,562.0,pupper,golden_retriever
1484,693231807727280129,2016-01-30 00:38:37 +0000,9,10,3097.0,828.0,,vizsla
1485,693155686491000832,2016-01-29 19:36:08 +0000,12,10,8570.0,3589.0,,Shih-Tzu
1486,693109034023534592,2016-01-29 16:30:45 +0000,11,10,1870.0,688.0,,cocker_spaniel
1487,693095443459342336,2016-01-29 15:36:45 +0000,10,10,2031.0,519.0,pupper,Yorkshire_terrier
1488,692919143163629568,2016-01-29 03:56:12 +0000,9,10,2898.0,830.0,,Saint_Bernard
1489,692905862751522816,2016-01-29 03:03:25 +0000,10,10,2648.0,987.0,pupper,Mexican_hairless
1490,692901601640583168,2016-01-29 02:46:29 +0000,10,10,1946.0,677.0,,soft-coated_wheaten_terrier
1491,692894228850999298,2016-01-29 02:17:12 +0000,10,10,2489.0,901.0,,German_short-haired_pointer
1492,692828166163931137,2016-01-28 21:54:41 +0000,12,10,3121.0,987.0,pupper,Samoyed
1493,692752401762250755,2016-01-28 16:53:37 +0000,13,10,7421.0,4079.0,pupper,Samoyed
1494,692568918515392513,2016-01-28 04:44:32 +0000,12,10,4700.0,1722.0,,golden_retriever
1495,692535307825213440,2016-01-28 02:30:58 +0000,10,10,3477.0,1514.0,,pug
1496,692530551048294401,2016-01-28 02:12:04 +0000,10,10,2002.0,469.0,,Siberian_husky
1499,692187005137076224,2016-01-27 03:26:56 +0000,12,10,2734.0,917.0,,Siberian_husky
1500,692158366030913536,2016-01-27 01:33:08 +0000,10,10,2339.0,895.0,,pug
1501,692142790915014657,2016-01-27 00:31:15 +0000,13,10,1776.0,436.0,,toy_poodle
1503,692017291282812928,2016-01-26 16:12:33 +0000,9,10,3116.0,1072.0,,Tibetan_terrier
1506,691756958957883396,2016-01-25 22:58:05 +0000,10,10,3141.0,1150.0,,Saint_Bernard
1507,691675652215414786,2016-01-25 17:35:00 +0000,10,10,2096.0,571.0,,Chihuahua
1509,691459709405118465,2016-01-25 03:16:56 +0000,12,10,4409.0,1286.0,,Shetland_sheepdog
1510,691444869282295808,2016-01-25 02:17:57 +0000,12,10,2865.0,945.0,,Bernese_mountain_dog
1511,691416866452082688,2016-01-25 00:26:41 +0000,13,10,21063.0,8574.0,,Lakeland_terrier
1512,691321916024623104,2016-01-24 18:09:23 +0000,11,10,2803.0,740.0,,Rottweiler
1513,691096613310316544,2016-01-24 03:14:07 +0000,11,10,3222.0,1010.0,,borzoi
1516,690959652130045952,2016-01-23 18:09:53 +0000,11,10,3878.0,1408.0,,golden_retriever
1519,690735892932222976,2016-01-23 03:20:44 +0000,13,10,4092.0,1431.0,,golden_retriever
1520,690728923253055490,2016-01-23 02:53:03 +0000,8,10,2359.0,591.0,,kuvasz
1521,690690673629138944,2016-01-23 00:21:03 +0000,10,10,2517.0,889.0,,Maltese_dog
1522,690649993829576704,2016-01-22 21:39:24 +0000,11,10,1419.0,318.0,,Mexican_hairless
1524,690597161306841088,2016-01-22 18:09:28 +0000,11,10,2138.0,675.0,,Lhasa
1525,690400367696297985,2016-01-22 05:07:29 +0000,10,10,2024.0,506.0,,Pembroke
1526,690374419777196032,2016-01-22 03:24:22 +0000,11,10,3524.0,967.0,,kuvasz
1527,690360449368465409,2016-01-22 02:28:52 +0000,9,10,2899.0,999.0,,pug
1530,690021994562220032,2016-01-21 04:03:58 +0000,10,10,3035.0,1166.0,,malamute
1531,690015576308211712,2016-01-21 03:38:27 +0000,12,10,2714.0,821.0,pupper,malamute
1532,690005060500217858,2016-01-21 02:56:40 +0000,10,10,3975.0,1883.0,,Samoyed
1533,689999384604450816,2016-01-21 02:34:07 +0000,10,10,1548.0,419.0,,standard_poodle
1535,689977555533848577,2016-01-21 01:07:23 +0000,12,10,1482.0,495.0,,Labrador_retriever
1536,689905486972461056,2016-01-20 20:21:00 +0000,11,10,2629.0,777.0,pupper,Pomeranian
1537,689877686181715968,2016-01-20 18:30:32 +0000,9,10,3275.0,1327.0,,Old_English_sheepdog
1538,689835978131935233,2016-01-20 15:44:48 +0000,11,10,2347.0,842.0,,collie
1539,689661964914655233,2016-01-20 04:13:20 +0000,12,10,3468.0,1035.0,,Italian_greyhound
1541,689623661272240129,2016-01-20 01:41:08 +0000,10,10,2437.0,737.0,pupper,toy_poodle
1542,689599056876867584,2016-01-20 00:03:21 +0000,11,10,12667.0,6184.0,,cocker_spaniel
1543,689557536375177216,2016-01-19 21:18:22 +0000,12,10,2241.0,514.0,,Eskimo_dog
1544,689517482558820352,2016-01-19 18:39:13 +0000,12,10,3695.0,1598.0,,Pembroke
1546,689283819090870273,2016-01-19 03:10:43 +0000,9,10,3585.0,1237.0,,Scotch_terrier
1547,689280876073582592,2016-01-19 02:59:01 +0000,10,10,2176.0,808.0,,Chihuahua
1548,689275259254616065,2016-01-19 02:36:42 +0000,10,10,1258.0,282.0,,American_Staffordshire_terrier
1550,689154315265683456,2016-01-18 18:36:07 +0000,9,10,3318.0,1116.0,,cocker_spaniel
1551,689143371370250240,2016-01-18 17:52:38 +0000,10,10,2207.0,577.0,pupper,English_springer
1552,688916208532455424,2016-01-18 02:49:58 +0000,11,10,2968.0,972.0,pupper,Pembroke
1554,688898160958271489,2016-01-18 01:38:15 +0000,10,10,2284.0,882.0,,Ibizan_hound
1556,688828561667567616,2016-01-17 21:01:41 +0000,9,10,1489.0,418.0,,Cardigan
1557,688804835492233216,2016-01-17 19:27:24 +0000,12,10,1033.0,223.0,,malinois
1558,688789766343622656,2016-01-17 18:27:32 +0000,8,10,2403.0,739.0,,American_Staffordshire_terrier
1559,688547210804498433,2016-01-17 02:23:42 +0000,9,10,2832.0,780.0,,papillon
1560,688519176466644993,2016-01-17 00:32:18 +0000,12,10,2502.0,816.0,pupper,Pembroke
1561,688385280030670848,2016-01-16 15:40:14 +0000,12,10,10107.0,4974.0,,golden_retriever
1564,688116655151435777,2016-01-15 21:52:49 +0000,10,10,3065.0,879.0,,pug
1565,688064179421470721,2016-01-15 18:24:18 +0000,11,10,1866.0,404.0,,Eskimo_dog
1567,687826841265172480,2016-01-15 02:41:12 +0000,12,10,2962.0,1270.0,,Pomeranian
1568,687818504314159109,2016-01-15 02:08:05 +0000,12,10,2734.0,1070.0,pupper,Lakeland_terrier
1569,687807801670897665,2016-01-15 01:25:33 +0000,11,10,2598.0,792.0,,Staffordshire_bullterrier
1571,687704180304273409,2016-01-14 18:33:48 +0000,9,10,2641.0,944.0,pupper,miniature_pinscher
1572,687664829264453632,2016-01-14 15:57:26 +0000,11,10,2101.0,571.0,,pug
1574,687480748861947905,2016-01-14 03:45:57 +0000,12,10,1740.0,279.0,,English_springer
1576,687460506001633280,2016-01-14 02:25:31 +0000,10,10,2215.0,608.0,,Boston_bull
1578,687317306314240000,2016-01-13 16:56:30 +0000,11,10,21871.0,10276.0,,Shih-Tzu
1580,687127927494963200,2016-01-13 04:23:58 +0000,9,10,5948.0,2554.0,,pug
1581,687124485711986689,2016-01-13 04:10:18 +0000,11,10,2351.0,567.0,,beagle
1582,687109925361856513,2016-01-13 03:12:26 +0000,11,10,6310.0,2775.0,,borzoi
1584,687096057537363968,2016-01-13 02:17:20 +0000,11,10,2433.0,687.0,pupper,Labrador_retriever
1588,686730991906516992,2016-01-12 02:06:41 +0000,12,10,4508.0,1339.0,,Tibetan_mastiff
1589,686683045143953408,2016-01-11 22:56:10 +0000,11,10,3042.0,899.0,pupper,Norwich_terrier
1590,686618349602762752,2016-01-11 18:39:05 +0000,11,10,4000.0,1529.0,pupper,Rottweiler
1591,686606069955735556,2016-01-11 17:50:18 +0000,10,10,2049.0,605.0,,Labrador_retriever
1593,686386521809772549,2016-01-11 03:17:53 +0000,11,10,3525.0,986.0,,Yorkshire_terrier
1594,686377065986265092,2016-01-11 02:40:19 +0000,10,10,2411.0,634.0,pupper,German_shepherd
1595,686358356425093120,2016-01-11 01:25:58 +0000,10,10,2380.0,767.0,,pug
1597,686050296934563840,2016-01-10 05:01:51 +0000,11,10,2397.0,831.0,,Pomeranian
1599,686034024800862208,2016-01-10 03:57:12 +0000,12,10,3391.0,1312.0,,Great_Dane
1600,686007916130873345,2016-01-10 02:13:27 +0000,11,10,2689.0,469.0,pupper,Rhodesian_ridgeback
1602,685973236358713344,2016-01-09 23:55:38 +0000,11,10,2299.0,605.0,,Siberian_husky
1603,685943807276412928,2016-01-09 21:58:42 +0000,8,10,1782.0,686.0,pupper,papillon
1604,685906723014619143,2016-01-09 19:31:20 +0000,9,10,8199.0,3264.0,,Yorkshire_terrier
1607,685663452032069632,2016-01-09 03:24:40 +0000,12,10,3532.0,1639.0,,Chesapeake_Bay_retriever
1610,685532292383666176,2016-01-08 18:43:29 +0000,9,10,3304.0,1289.0,,collie
1611,685325112850124800,2016-01-08 05:00:14 +0000,10,10,10353.0,4480.0,,golden_retriever
1612,685321586178670592,2016-01-08 04:46:13 +0000,10,10,2883.0,727.0,,Boston_bull
1613,685315239903100929,2016-01-08 04:21:00 +0000,11,10,3636.0,1221.0,,chow
1614,685307451701334016,2016-01-08 03:50:03 +0000,11,10,2244.0,492.0,floofer,Pomeranian
1615,685268753634967552,2016-01-08 01:16:17 +0000,10,10,3384.0,1352.0,pupper,pug
1616,685198997565345792,2016-01-07 20:39:06 +0000,11,10,2528.0,755.0,,Old_English_sheepdog
1617,685169283572338688,2016-01-07 18:41:01 +0000,11,10,4454.0,1602.0,pupper,Bernese_mountain_dog
