,tweet_id,timestamp,rating_numerator,rating_denominator,favorite_count,retweet_count,DoggoLingo,dog_species
828,768970937022709760,2016-08-26 00:38:52 +0000,12,10,15879.0,7444.0,,Pomeranian
830,768855141948723200,2016-08-25 16:58:45 +0000,11,10,4615.0,1021.0,,chow
831,768609597686943744,2016-08-25 00:43:02 +0000,10,10,4538.0,1369.0,,basenji
832,768596291618299904,2016-08-24 23:50:10 +0000,12,10,5538.0,1453.0,,Great_Pyrenees
834,768473857036525572,2016-08-24 15:43:39 +0000,11,10,14968.0,3899.0,,Labrador_retriever
837,767754930266464257,2016-08-22 16:06:54 +0000,11,10,17637.0,6133.0,,vizsla
838,767500508068192258,2016-08-21 23:15:55 +0000,12,10,8220.0,2652.0,,chow
840,767122157629476866,2016-08-20 22:12:29 +0000,13,10,11131.0,3226.0,,toy_poodle
842,766793450729734144,2016-08-20 00:26:19 +0000,10,10,5594.0,1548.0,,beagle
844,766693177336135680,2016-08-19 17:47:52 +0000,11,10,4444.0,905.0,,Doberman
845,766423258543644672,2016-08-18 23:55:18 +0000,9,10,6620.0,1804.0,,keeshond
846,766313316352462849,2016-08-18 16:38:26 +0000,12,10,7436.0,2142.0,,toy_poodle
848,766069199026450432,2016-08-18 00:28:24 +0000,12,10,4716.0,995.0,,redbone
849,766008592277377025,2016-08-17 20:27:34 +0000,11,10,4105.0,564.0,,Welsh_springer_spaniel
850,765719909049503744,2016-08-17 01:20:27 +0000,12,10,7946.0,2446.0,,golden_retriever
851,765669560888528897,2016-08-16 22:00:23 +0000,12,10,5697.0,1391.0,,beagle
852,765395769549590528,2016-08-16 03:52:26 +0000,13,10,20386.0,3098.0,,Pembroke
853,765371061932261376,2016-08-16 02:14:15 +0000,11,10,7775.0,2445.0,pupper,golden_retriever
854,765222098633691136,2016-08-15 16:22:20 +0000,10,10,12773.0,3849.0,,dalmatian
855,764857477905154048,2016-08-14 16:13:27 +0000,12,10,7041.0,2002.0,,Bernese_mountain_dog
856,764259802650378240,2016-08-13 00:38:30 +0000,10,10,6655.0,1725.0,,German_shepherd
858,763837565564780549,2016-08-11 20:40:41 +0000,11,10,13910.0,4776.0,,malamute
859,763183847194451968,2016-08-10 01:23:03 +0000,8,10,5954.0,1678.0,,miniature_poodle
861,763103485927849985,2016-08-09 20:03:43 +0000,10,10,8074.0,2571.0,,chow
862,762699858130116608,2016-08-08 17:19:51 +0000,11,10,13399.0,4141.0,,kelpie
863,762471784394268675,2016-08-08 02:13:34 +0000,12,10,12450.0,7476.0,,Samoyed
864,762464539388485633,2016-08-08 01:44:46 +0000,12,10,11394.0,4782.0,,chow
867,761976711479193600,2016-08-06 17:26:19 +0000,12,10,5938.0,2289.0,,Labrador_retriever
871,761599872357261312,2016-08-05 16:28:54 +0000,11,10,4536.0,1321.0,,Gordon_setter
873,761334018830917632,2016-08-04 22:52:29 +0000,10,10,5728.0,1647.0,,Norwegian_elkhound
874,761292947749015552,2016-08-04 20:09:17 +0000,11,10,4919.0,1247.0,,standard_poodle
875,761227390836215808,2016-08-04 15:48:47 +0000,10,10,5858.0,1757.0,,French_bulldog
876,761004547850530816,2016-08-04 01:03:17 +0000,11,10,12371.0,3912.0,,golden_retriever
877,760893934457552897,2016-08-03 17:43:45 +0000,11,10,4197.0,1095.0,doggo,Blenheim_spaniel
878,760656994973933572,2016-08-03 02:02:14 +0000,11,10,7265.0,2180.0,,golden_retriever
880,760539183865880579,2016-08-02 18:14:06 +0000,12,10,8316.0,4106.0,,Samoyed
882,760290219849637889,2016-08-02 01:44:48 +0000,13,10,29365.0,12979.0,,Old_English_sheepdog
887,759923798737051648,2016-08-01 01:28:46 +0000,10,10,16131.0,6432.0,,Labrador_retriever
888,759846353224826880,2016-07-31 20:21:02 +0000,11,10,7370.0,2246.0,,Sussex_spaniel
889,759793422261743616,2016-07-31 16:50:42 +0000,12,10,6554.0,2153.0,doggopupper,golden_retriever
891,759557299618865152,2016-07-31 01:12:26 +0000,10,10,5159.0,1327.0,,golden_retriever
892,759447681597108224,2016-07-30 17:56:51 +0000,11,10,9340.0,2780.0,,kuvasz
894,759197388317847553,2016-07-30 01:22:17 +0000,12,10,6663.0,2199.0,,kuvasz
897,759047813560868866,2016-07-29 15:27:55 +0000,11,10,7160.0,2272.0,,Labrador_retriever
898,758854675097526272,2016-07-29 02:40:28 +0000,11,10,3879.0,1014.0,,Old_English_sheepdog
899,758828659922702336,2016-07-29 00:57:05 +0000,13,10,12274.0,4328.0,doggo,Chesapeake_Bay_retriever
900,758740312047005698,2016-07-28 19:06:01 +0000,12,10,6289.0,1812.0,,Chesapeake_Bay_retriever
901,758474966123810816,2016-07-28 01:31:38 +0000,11,10,4185.0,1118.0,,Pembroke
903,758405701903519748,2016-07-27 20:56:24 +0000,10,10,5707.0,2179.0,,Chesapeake_Bay_retriever
904,758355060040593408,2016-07-27 17:35:10 +0000,11,10,3769.0,1231.0,,Pembroke
906,758041019896193024,2016-07-26 20:47:17 +0000,9,10,2975.0,430.0,,Cardigan
907,757741869644341248,2016-07-26 00:58:34 +0000,10,10,7547.0,3663.0,,Old_English_sheepdog
909,757725642876129280,2016-07-25 23:54:05 +0000,11,10,4972.0,1373.0,,Labrador_retriever
910,757611664640446465,2016-07-25 16:21:11 +0000,12,10,4988.0,1260.0,,bluetick
913,757400162377592832,2016-07-25 02:20:45 +0000,13,10,16607.0,7666.0,,golden_retriever
914,757393109802180609,2016-07-25 01:52:43 +0000,10,10,6400.0,1981.0,doggo,Labrador_retriever
915,757354760399941633,2016-07-24 23:20:20 +0000,8,10,4946.0,1609.0,,Italian_greyhound
916,756998049151549440,2016-07-23 23:42:53 +0000,11,10,6873.0,2244.0,,golden_retriever
917,756939218950160384,2016-07-23 19:49:07 +0000,12,10,7276.0,2271.0,pupper,golden_retriever
918,756651752796094464,2016-07-23 00:46:50 +0000,11,10,5556.0,1496.0,,Pembroke
920,756303284449767430,2016-07-22 01:42:09 +0000,11,10,4331.0,1218.0,,golden_retriever
921,756288534030475264,2016-07-22 00:43:32 +0000,12,10,28235.0,14859.0,,French_bulldog
922,756275833623502848,2016-07-21 23:53:04 +0000,10,10,7055.0,1723.0,puppo,Airedale
923,755955933503782912,2016-07-21 02:41:54 +0000,12,10,8026.0,3250.0,pupper,Pekinese
925,755110668769038337,2016-07-18 18:43:07 +0000,13,10,23242.0,12475.0,,Labrador_retriever
927,754856583969079297,2016-07-18 01:53:28 +0000,11,10,7537.0,2847.0,,golden_retriever
930,754449512966619136,2016-07-16 22:55:55 +0000,11,10,4110.0,831.0,,beagle
931,754120377874386944,2016-07-16 01:08:03 +0000,10,10,8593.0,2643.0,,chow
932,754011816964026368,2016-07-15 17:56:40 +0000,12,10,9633.0,4053.0,,French_bulldog
933,753655901052166144,2016-07-14 18:22:23 +0000,10,10,6398.0,2459.0,,miniature_pinscher
935,753398408988139520,2016-07-14 01:19:12 +0000,12,10,6341.0,2160.0,,whippet
936,753375668877008896,2016-07-13 23:48:51 +0000,8,10,8325.0,2627.0,,bluetick
938,753294487569522689,2016-07-13 18:26:16 +0000,11,10,3728.0,1174.0,,chow
940,753026973505581056,2016-07-13 00:43:15 +0000,10,10,4245.0,1101.0,,Pembroke
942,752917284578922496,2016-07-12 17:27:23 +0000,11,10,7513.0,1770.0,,German_shepherd
944,752682090207055872,2016-07-12 01:52:49 +0000,10,10,6589.0,1815.0,doggo,German_shepherd
945,752660715232722944,2016-07-12 00:27:52 +0000,10,10,4834.0,1772.0,doggo,English_setter
947,752519690950500352,2016-07-11 15:07:30 +0000,11,10,8083.0,3875.0,puppo,Labrador_retriever
948,752334515931054080,2016-07-11 02:51:40 +0000,8,10,4198.0,1250.0,doggo,Bedlington_terrier
950,752173152931807232,2016-07-10 16:10:29 +0000,12,10,6520.0,2087.0,,Labrador_retriever
952,751937170840121344,2016-07-10 00:32:46 +0000,11,10,5725.0,1508.0,,Lakeland_terrier
953,751830394383790080,2016-07-09 17:28:29 +0000,12,10,6359.0,2197.0,,chow
955,751598357617971201,2016-07-09 02:06:27 +0000,13,10,8621.0,3404.0,,toy_poodle
957,751538714308972544,2016-07-08 22:09:27 +0000,10,10,5495.0,1429.0,,Labrador_retriever
958,751456908746354688,2016-07-08 16:44:23 +0000,12,10,3492.0,1116.0,pupper,golden_retriever
959,751251247299190784,2016-07-08 03:07:09 +0000,10,10,13676.0,6598.0,,Walker_hound
960,751205363882532864,2016-07-08 00:04:50 +0000,12,10,6885.0,2060.0,,Labrador_retriever
961,751132876104687617,2016-07-07 19:16:47 +0000,10,10,5573.0,1463.0,puppo,Labrador_retriever
962,750868782890057730,2016-07-07 01:47:22 +0000,11,10,5256.0,1575.0,pupper,toy_poodle
963,750719632563142656,2016-07-06 15:54:42 +0000,12,10,14495.0,5673.0,,Pembroke
965,750429297815552001,2016-07-05 20:41:01 +0000,12,10,14418.0,4881.0,,golden_retriever
966,750383411068534784,2016-07-05 17:38:41 +0000,9,10,4959.0,1292.0,pupper,Border_collie
968,750147208377409536,2016-07-05 02:00:06 +0000,13,10,3380.0,1086.0,,pug
969,750132105863102464,2016-07-05 01:00:05 +0000,11,10,3955.0,1423.0,,toy_poodle
970,750117059602808832,2016-07-05 00:00:18 +0000,10,10,4703.0,1449.0,,Shih-Tzu
971,750101899009982464,2016-07-04 23:00:03 +0000,11,10,3324.0,948.0,,golden_retriever
972,750086836815486976,2016-07-04 22:00:12 +0000,12,10,2365.0,612.0,,pug
973,750071704093859840,2016-07-04 21:00:04 +0000,10,10,8578.0,3753.0,pupper,redbone
974,750056684286914561,2016-07-04 20:00:23 +0000,11,10,3414.0,1001.0,,Saluki
975,750041628174217216,2016-07-04 19:00:33 +0000,13,10,3469.0,696.0,,Labrador_retriever
976,750026558547456000,2016-07-04 18:00:41 +0000,10,10,2960.0,883.0,,standard_poodle
977,750011400160841729,2016-07-04 17:00:26 +0000,11,10,3540.0,1022.0,doggo,Boston_bull
978,749996283729883136,2016-07-04 16:00:22 +0000,12,10,3308.0,907.0,,Old_English_sheepdog
980,749774190421639168,2016-07-04 01:17:51 +0000,12,10,5070.0,1484.0,,Pekinese
981,749417653287129088,2016-07-03 01:41:06 +0000,11,10,6658.0,1881.0,pupper,papillon
982,749403093750648834,2016-07-03 00:43:15 +0000,10,10,2867.0,612.0,,Chesapeake_Bay_retriever
983,749395845976588288,2016-07-03 00:14:27 +0000,10,10,9405.0,3911.0,,Pomeranian
984,749317047558017024,2016-07-02 19:01:20 +0000,12,10,6011.0,2484.0,floofer,wire-haired_fox_terrier
986,749064354620928000,2016-07-02 02:17:13 +0000,11,10,5240.0,1701.0,,pug
987,749036806121881602,2016-07-02 00:27:45 +0000,8,10,3393.0,887.0,,West_Highland_white_terrier
988,748977405889503236,2016-07-01 20:31:43 +0000,10,10,11142.0,3725.0,,German_short-haired_pointer
989,748932637671223296,2016-07-01 17:33:49 +0000,13,10,6396.0,2535.0,doggo,borzoi
991,748699167502000129,2016-07-01 02:06:06 +0000,11,10,5175.0,1798.0,,Pembroke
994,748568946752774144,2016-06-30 17:28:39 +0000,12,10,2386.0,764.0,,Tibetan_terrier
995,748346686624440324,2016-06-30 02:45:28 +0000,10,10,5685.0,1395.0,,borzoi
997,748324050481647620,2016-06-30 01:15:31 +0000,11,10,4039.0,863.0,,Shetland_sheepdog
1000,747963614829678593,2016-06-29 01:23:16 +0000,10,10,6328.0,2421.0,pupper,kelpie
1001,747933425676525569,2016-06-28 23:23:19 +0000,11,10,7236.0,2864.0,,Samoyed
1002,747885874273214464,2016-06-28 20:14:22 +0000,8,10,3214.0,1108.0,,kuvasz
1003,747844099428986880,2016-06-28 17:28:22 +0000,11,10,3053.0,838.0,,Pembroke
1007,747600769478692864,2016-06-28 01:21:27 +0000,10,10,2526.0,613.0,,Chesapeake_Bay_retriever
1008,747594051852075008,2016-06-28 00:54:46 +0000,11,10,4025.0,1192.0,,basenji
1009,747512671126323200,2016-06-27 19:31:23 +0000,10,10,6055.0,1781.0,,Cardigan
1013,747219827526344708,2016-06-27 00:07:44 +0000,11,10,5737.0,1769.0,,Shetland_sheepdog
1015,747103485104099331,2016-06-26 16:25:26 +0000,11,10,10459.0,4501.0,,Labrador_retriever
1017,746872823977771008,2016-06-26 01:08:52 +0000,11,10,6519.0,2405.0,,Pembroke
1018,746818907684614144,2016-06-25 21:34:37 +0000,13,10,5760.0,1925.0,,Ibizan_hound
1019,746790600704425984,2016-06-25 19:42:08 +0000,10,10,5301.0,1792.0,,Boston_bull
1021,746726898085036033,2016-06-25 15:29:00 +0000,12,10,6588.0,2019.0,,golden_retriever
1024,746507379341139972,2016-06-25 00:56:43 +0000,10,10,5046.0,1217.0,,toy_poodle
1025,746369468511756288,2016-06-24 15:48:42 +0000,9,10,6581.0,1836.0,,German_shepherd
1026,746131877086527488,2016-06-24 00:04:36 +0000,10,10,7505.0,2470.0,,chow
1027,746056683365994496,2016-06-23 19:05:49 +0000,11,10,3865.0,922.0,,Shetland_sheepdog
1028,745789745784041472,2016-06-23 01:25:06 +0000,10,10,4390.0,1199.0,,Pekinese
1030,745433870967832576,2016-06-22 01:50:58 +0000,10,10,7748.0,2851.0,doggo,basset
1031,745422732645535745,2016-06-22 01:06:43 +0000,9,10,9330.0,2744.0,,Labrador_retriever
1034,745057283344719872,2016-06-21 00:54:33 +0000,12,10,7869.0,2559.0,,Shetland_sheepdog
1035,744995568523612160,2016-06-20 20:49:19 +0000,9,10,3250.0,705.0,puppo,Old_English_sheepdog
1036,744971049620602880,2016-06-20 19:11:53 +0000,12,10,8571.0,3009.0,,toy_poodle
1037,744709971296780288,2016-06-20 01:54:27 +0000,10,10,6086.0,1744.0,,Shetland_sheepdog
1038,744334592493166593,2016-06-19 01:02:50 +0000,11,10,7364.0,2389.0,,Samoyed
1039,744234799360020481,2016-06-18 18:26:18 +0000,13,10,129981.0,78669.0,doggo,Labrador_retriever
1041,743980027717509120,2016-06-18 01:33:55 +0000,11,10,4518.0,1222.0,,bull_mastiff
1042,743895849529389061,2016-06-17 19:59:26 +0000,10,10,3961.0,1072.0,,dalmatian
1044,743609206067040256,2016-06-17 01:00:24 +0000,10,10,4871.0,1540.0,,Weimaraner
1046,743545585370791937,2016-06-16 20:47:36 +0000,11,10,3834.0,1053.0,,standard_poodle
1048,743253157753532416,2016-06-16 01:25:36 +0000,10,10,4577.0,1350.0,puppo,malamute
1049,743222593470234624,2016-06-15 23:24:09 +0000,12,10,6728.0,2137.0,pupper,kuvasz
1050,743210557239623680,2016-06-15 22:36:19 +0000,10,10,4173.0,1535.0,,golden_retriever
1054,742423170473463808,2016-06-13 18:27:32 +0000,12,10,10709.0,4276.0,,pug
1055,742385895052087300,2016-06-13 15:59:24 +0000,11,10,7390.0,2237.0,,Cardigan
1057,742150209887731712,2016-06-13 00:22:53 +0000,8,10,5601.0,1753.0,pupper,French_bulldog
1058,741793263812808706,2016-06-12 00:44:30 +0000,10,10,4939.0,1683.0,,kuvasz
1059,741743634094141440,2016-06-11 21:27:17 +0000,11,10,8876.0,3102.0,pupper,Labrador_retriever
1060,741438259667034112,2016-06-11 01:13:51 +0000,9,10,3989.0,930.0,,Chesapeake_Bay_retriever
1061,741303864243200000,2016-06-10 16:19:48 +0000,12,10,9551.0,3609.0,,Chihuahua
1063,741067306818797568,2016-06-10 00:39:48 +0000,12,10,10247.0,3470.0,doggopupper,golden_retriever
1064,740995100998766593,2016-06-09 19:52:53 +0000,10,10,6950.0,3118.0,,malamute
1065,740711788199743490,2016-06-09 01:07:06 +0000,9,10,3705.0,1053.0,,toy_poodle
1067,740676976021798912,2016-06-08 22:48:46 +0000,11,10,19695.0,7615.0,pupper,Norwegian_elkhound
1070,740359016048689152,2016-06-08 01:45:19 +0000,9,10,3586.0,953.0,,golden_retriever
1071,740214038584557568,2016-06-07 16:09:13 +0000,10,10,7260.0,2194.0,,Chesapeake_Bay_retriever
1072,739979191639244800,2016-06-07 00:36:02 +0000,12,10,21694.0,6627.0,,Irish_water_spaniel
1073,739932936087216128,2016-06-06 21:32:13 +0000,10,10,4401.0,1203.0,,redbone
1074,739844404073074688,2016-06-06 15:40:26 +0000,12,10,4107.0,952.0,,toy_poodle
1076,739606147276148736,2016-06-05 23:53:41 +0000,9,10,5861.0,1855.0,pupper,Blenheim_spaniel
1077,739544079319588864,2016-06-05 19:47:03 +0000,10,10,43289.0,24031.0,,Labrador_retriever
1079,739238157791694849,2016-06-04 23:31:25 +0000,13,10,74439.0,51776.0,doggo,Eskimo_dog
1081,738885046782832640,2016-06-04 00:08:17 +0000,11,10,4089.0,1269.0,,American_Staffordshire_terrier
1082,738883359779196928,2016-06-04 00:01:35 +0000,10,10,3636.0,906.0,,Labrador_retriever
1083,738537504001953792,2016-06-03 01:07:16 +0000,11,10,5527.0,1745.0,puppo,chow
1084,738402415918125056,2016-06-02 16:10:29 +0000,10,10,3561.0,944.0,,cocker_spaniel
1085,738184450748633089,2016-06-02 01:44:22 +0000,9,10,4683.0,1347.0,,Bedlington_terrier
1086,738166403467907072,2016-06-02 00:32:39 +0000,12,10,9548.0,3803.0,,keeshond
1087,738156290900254721,2016-06-01 23:52:28 +0000,10,10,2746.0,740.0,,pug
1088,737826014890496000,2016-06-01 02:00:04 +0000,10,10,5704.0,1985.0,,vizsla
1089,737800304142471168,2016-06-01 00:17:54 +0000,10,10,10853.0,3860.0,,malamute
1090,737678689543020544,2016-05-31 16:14:39 +0000,11,10,5480.0,1499.0,,Pembroke
1091,737445876994609152,2016-05-31 00:49:32 +0000,13,10,11195.0,4995.0,floofer,Samoyed
1094,736736130620620800,2016-05-29 01:49:16 +0000,13,10,4689.0,1950.0,,schipperke
1096,736365877722001409,2016-05-28 01:18:00 +0000,11,10,4335.0,1395.0,pupper,toy_poodle
1097,736225175608430592,2016-05-27 15:58:54 +0000,10,10,8809.0,3082.0,,Labrador_retriever
1098,736010884653420544,2016-05-27 01:47:23 +0000,10,10,8578.0,3312.0,,golden_retriever
1099,735991953473572864,2016-05-27 00:32:10 +0000,11,10,3898.0,1274.0,,cocker_spaniel
1100,735648611367784448,2016-05-26 01:47:51 +0000,12,10,4356.0,1225.0,pupper,Pembroke
1101,735635087207878657,2016-05-26 00:54:06 +0000,11,10,6712.0,2634.0,,pug
1103,735256018284875776,2016-05-24 23:47:49 +0000,8,10,3645.0,979.0,doggo,Staffordshire_bullterrier
1104,735137028879360001,2016-05-24 15:55:00 +0000,9,10,3390.0,1082.0,pupper,Walker_hound
1105,734912297295085568,2016-05-24 01:02:00 +0000,10,10,2959.0,571.0,,Maltese_dog
1106,734787690684657664,2016-05-23 16:46:51 +0000,13,10,13607.0,7031.0,,golden_retriever
1107,734776360183431168,2016-05-23 16:01:50 +0000,11,10,2713.0,606.0,,Siberian_husky
1109,733828123016450049,2016-05-21 01:13:53 +0000,10,10,3888.0,868.0,,beagle
1110,733822306246479872,2016-05-21 00:50:46 +0000,10,10,3985.0,1132.0,floofer,Lhasa
1111,733482008106668032,2016-05-20 02:18:32 +0000,10,10,3409.0,1056.0,,French_bulldog
1112,733460102733135873,2016-05-20 00:51:30 +0000,11,10,4559.0,1431.0,,chow
1113,733109485275860992,2016-05-19 01:38:16 +0000,12,10,44240.0,17394.0,doggopupper,golden_retriever
1114,732732193018155009,2016-05-18 00:39:02 +0000,12,10,2651.0,595.0,,Staffordshire_bullterrier
1115,732726085725589504,2016-05-18 00:14:46 +0000,11,10,3822.0,991.0,,Pomeranian
1116,732585889486888962,2016-05-17 14:57:41 +0000,10,10,3985.0,857.0,,Staffordshire_bullterrier
1117,732375214819057664,2016-05-17 01:00:32 +0000,11,10,8753.0,2805.0,doggo,basset
1118,732005617171337216,2016-05-16 00:31:53 +0000,11,10,16181.0,6081.0,,English_setter
1119,731285275100512256,2016-05-14 00:49:30 +0000,12,10,3771.0,1083.0,,Pembroke
1121,730924654643314689,2016-05-13 00:56:32 +0000,9,10,6625.0,2209.0,,Newfoundland
1122,730573383004487680,2016-05-12 01:40:42 +0000,10,10,5348.0,2407.0,pupper,American_Staffordshire_terrier
1123,730427201120833536,2016-05-11 15:59:50 +0000,11,10,3765.0,1165.0,,Eskimo_dog
1124,730211855403241472,2016-05-11 01:44:07 +0000,11,10,4140.0,1171.0,,pug
1128,729823566028484608,2016-05-10 00:01:12 +0000,13,10,4315.0,1377.0,,kelpie
1129,729463711119904772,2016-05-09 00:11:16 +0000,13,10,6284.0,2559.0,,German_shepherd
1131,728986383096946689,2016-05-07 16:34:32 +0000,11,10,3424.0,906.0,,Maltese_dog
1132,728760639972315136,2016-05-07 01:37:30 +0000,13,10,5042.0,1890.0,,Pembroke
1133,728751179681943552,2016-05-07 00:59:55 +0000,10,10,3012.0,752.0,,Saint_Bernard
1135,728409960103686147,2016-05-06 02:24:02 +0000,10,10,5324.0,2246.0,,Saint_Bernard
1136,728387165835677696,2016-05-06 00:53:27 +0000,12,10,3960.0,1067.0,,collie
1137,728046963732717569,2016-05-05 02:21:37 +0000,11,10,4669.0,1307.0,,Newfoundland
1138,728035342121635841,2016-05-05 01:35:26 +0000,12,10,4911.0,1854.0,pupper,Pomeranian
1139,728015554473250816,2016-05-05 00:16:48 +0000,11,10,4436.0,1211.0,pupper,cocker_spaniel
1140,727685679342333952,2016-05-04 02:26:00 +0000,12,10,3172.0,708.0,,Border_collie
1141,727644517743104000,2016-05-03 23:42:26 +0000,13,10,6375.0,1936.0,doggo,Great_Pyrenees
1142,727524757080539137,2016-05-03 15:46:33 +0000,10,10,4837.0,1365.0,pupper,Pomeranian
1143,727314416056803329,2016-05-03 01:50:44 +0000,11,10,3592.0,828.0,pupper,toy_poodle
1144,727286334147182592,2016-05-02 23:59:09 +0000,9,10,3293.0,915.0,,Chihuahua
1145,727175381690781696,2016-05-02 16:38:15 +0000,10,10,4176.0,1526.0,,flat-coated_retriever
1147,726935089318363137,2016-05-02 00:43:25 +0000,12,10,7441.0,2716.0,,toy_poodle
1148,726887082820554753,2016-05-01 21:32:40 +0000,10,10,4149.0,1666.0,,soft-coated_wheaten_terrier
1149,726828223124897792,2016-05-01 17:38:46 +0000,12,10,3838.0,1116.0,,miniature_pinscher
1150,726224900189511680,2016-04-30 01:41:23 +0000,9,10,4761.0,1288.0,,standard_poodle
1151,725842289046749185,2016-04-29 00:21:01 +0000,12,10,7620.0,2941.0,,toy_poodle
1152,725786712245440512,2016-04-28 20:40:11 +0000,11,10,4483.0,1508.0,pupper,chow
1153,725729321944506368,2016-04-28 16:52:08 +0000,12,10,5598.0,1980.0,,boxer
1155,724983749226668032,2016-04-26 15:29:30 +0000,12,10,4001.0,1444.0,,golden_retriever
1156,724771698126512129,2016-04-26 01:26:53 +0000,11,10,2564.0,713.0,doggo,German_short-haired_pointer
1157,724405726123311104,2016-04-25 01:12:38 +0000,10,10,5734.0,1824.0,pupper,golden_retriever
1158,724049859469295616,2016-04-24 01:38:33 +0000,10,10,4678.0,1965.0,,Border_collie
1159,724046343203856385,2016-04-24 01:24:35 +0000,10,10,2874.0,613.0,,boxer
1160,724004602748780546,2016-04-23 22:38:43 +0000,11,10,4513.0,1762.0,pupper,pug
1161,723912936180330496,2016-04-23 16:34:28 +0000,12,10,4203.0,1361.0,,Samoyed
1162,723688335806480385,2016-04-23 01:41:59 +0000,12,10,8366.0,3302.0,,chow
1163,723673163800948736,2016-04-23 00:41:42 +0000,10,10,3260.0,997.0,,golden_retriever
1164,723179728551723008,2016-04-21 16:00:57 +0000,8,10,5713.0,2082.0,,Norwegian_elkhound
1166,722613351520608256,2016-04-20 02:30:23 +0000,12,10,5353.0,1817.0,,Labrador_retriever
1167,721503162398597120,2016-04-17 00:58:53 +0000,11,10,5041.0,2100.0,,Pomeranian
1168,721001180231503872,2016-04-15 15:44:11 +0000,11,10,2722.0,682.0,pupper,Samoyed
1169,720785406564900865,2016-04-15 01:26:47 +0000,12,10,3369.0,856.0,,Chihuahua
1170,720775346191278080,2016-04-15 00:46:48 +0000,10,10,2676.0,751.0,,Newfoundland
1171,720415127506415616,2016-04-14 00:55:25 +0000,10,10,4457.0,1656.0,,Rottweiler
1172,720389942216527872,2016-04-13 23:15:21 +0000,11,10,6920.0,2800.0,,Pembroke
1174,720059472081784833,2016-04-13 01:22:10 +0000,9,10,4189.0,1256.0,,Mexican_hairless
1175,720043174954147842,2016-04-13 00:17:25 +0000,11,10,5282.0,2225.0,,Samoyed
1176,719991154352222208,2016-04-12 20:50:42 +0000,10,10,5227.0,1948.0,doggo,golden_retriever
1178,719551379208073216,2016-04-11 15:43:12 +0000,10,10,5462.0,2159.0,,malamute
1179,719367763014393856,2016-04-11 03:33:34 +0000,11,10,2997.0,819.0,,soft-coated_wheaten_terrier
1180,719339463458033665,2016-04-11 01:41:07 +0000,10,10,4766.0,1385.0,,golden_retriever
1181,719332531645071360,2016-04-11 01:13:34 +0000,11,10,3679.0,1063.0,,Dandie_Dinmont
1182,718971898235854848,2016-04-10 01:20:33 +0000,10,10,3773.0,1216.0,,golden_retriever
1183,718939241951195136,2016-04-09 23:10:47 +0000,12,10,5662.0,1951.0,,Pembroke
1184,718631497683582976,2016-04-09 02:47:55 +0000,10,10,20513.0,8985.0,,Pomeranian
1185,718613305783398402,2016-04-09 01:35:37 +0000,11,10,2645.0,536.0,,Labrador_retriever
1186,718540630683709445,2016-04-08 20:46:50 +0000,10,10,2698.0,1123.0,,Maltese_dog
1187,718460005985447936,2016-04-08 15:26:28 +0000,9,10,2912.0,601.0,,Boston_bull
1190,718234618122661888,2016-04-08 00:30:51 +0000,11,10,4173.0,1114.0,,malamute
1191,717841801130979328,2016-04-06 22:29:56 +0000,11,10,2641.0,663.0,,Brittany_spaniel
1193,717537687239008257,2016-04-06 02:21:30 +0000,11,10,6226.0,2044.0,,golden_retriever
1195,717421804990701568,2016-04-05 18:41:02 +0000,9,10,3413.0,934.0,,miniature_pinscher
1196,717047459982213120,2016-04-04 17:53:31 +0000,12,10,6765.0,2117.0,,golden_retriever
1197,717009362452090881,2016-04-04 15:22:08 +0000,10,10,3536.0,1090.0,pupper,Siberian_husky
1198,716802964044845056,2016-04-04 01:41:58 +0000,10,10,4593.0,1300.0,,malinois
1199,716791146589110272,2016-04-04 00:55:01 +0000,11,10,5164.0,1465.0,,Pomeranian
1203,716285507865542656,2016-04-02 15:25:47 +0000,12,10,3010.0,1213.0,,Yorkshire_terrier
1204,716080869887381504,2016-04-02 01:52:38 +0000,11,10,5243.0,1923.0,doggo,golden_retriever
1205,715928423106027520,2016-04-01 15:46:52 +0000,11,10,3451.0,979.0,,pug
1207,715733265223708672,2016-04-01 02:51:22 +0000,10,10,5044.0,1896.0,,Dandie_Dinmont
1209,715696743237730304,2016-04-01 00:26:15 +0000,10,10,4213.0,1437.0,,Staffordshire_bullterrier
1210,715680795826982913,2016-03-31 23:22:53 +0000,12,10,4672.0,1796.0,,golden_retriever
1212,715342466308784130,2016-03-31 00:58:29 +0000,10,10,3262.0,762.0,,West_Highland_white_terrier
1213,715220193576927233,2016-03-30 16:52:36 +0000,10,10,2598.0,731.0,,Chihuahua
1214,715200624753819648,2016-03-30 15:34:51 +0000,12,10,5521.0,2087.0,,Chihuahua
1215,715009755312439296,2016-03-30 02:56:24 +0000,12,10,4508.0,1384.0,,Chihuahua
1216,714982300363173890,2016-03-30 01:07:18 +0000,9,10,4053.0,1152.0,,Brittany_spaniel
1218,714957620017307648,2016-03-29 23:29:14 +0000,10,10,4459.0,1577.0,,Great_Pyrenees
1220,714606013974974464,2016-03-29 00:12:05 +0000,12,10,3900.0,1029.0,,Norfolk_terrier
1222,714258258790387713,2016-03-28 01:10:13 +0000,10,10,3246.0,800.0,,collie
1223,714251586676113411,2016-03-28 00:43:43 +0000,8,10,3533.0,935.0,,soft-coated_wheaten_terrier
